n_factors_true,n_factors_final,factor_match,n_true_items,n_weak_items,total_items,N,ratio,kmo_overall,meets_kmo_criterion,meets_ratio_criterion,precision,recall,n_iter
3,3,True,18,12,30,249,8.3,0.8344779074311394,True,True,1.0,1.0,13
3,3,True,18,7,25,281,11.24,0.8542571784767374,True,True,1.0,0.9444444444444444,9
3,3,True,12,12,24,257,10.708333333333334,0.7505214989384642,True,True,1.0,1.0,13
2,2,True,6,5,11,150,13.636363636363637,0.717823408705234,True,True,1.0,1.0,6
2,2,True,8,15,23,269,11.695652173913043,0.7444704477097036,True,True,1.0,1.0,16
3,3,True,15,10,25,214,8.56,0.7799027303625912,True,True,1.0,0.8666666666666667,13
2,2,True,10,10,20,185,9.25,0.7604509084770359,True,True,1.0,0.8,13
3,3,True,15,5,20,150,7.5,0.7793950606766447,True,True,1.0,0.9333333333333333,7
2,2,True,10,8,18,150,8.333333333333334,0.7603000317956461,True,True,1.0,1.0,9
2,2,True,10,12,22,204,9.272727272727273,0.786979460584554,True,True,1.0,1.0,13
3,3,True,9,15,24,197,8.208333333333334,0.6211423105990932,True,True,1.0,1.0,16
3,3,True,9,9,18,155,8.61111111111111,0.6579931023416659,True,True,1.0,1.0,10
2,2,True,12,9,21,165,7.857142857142857,0.8299544151542362,True,True,1.0,1.0,10
2,2,True,8,11,19,166,8.736842105263158,0.7306608455921944,True,True,1.0,1.0,12
3,3,True,12,14,26,195,7.5,0.7421068139286776,True,True,1.0,1.0,15
3,3,True,15,9,24,254,10.583333333333334,0.8223085532661791,True,True,1.0,1.0,10
3,3,True,18,15,33,271,8.212121212121213,0.8132800006901761,True,True,1.0,1.0,16
2,2,True,10,8,18,150,8.333333333333334,0.7712946732234727,True,True,1.0,1.0,9
3,3,True,15,11,26,301,11.576923076923077,0.836297798177459,True,True,1.0,1.0,12
3,3,True,9,9,18,213,11.833333333333334,0.6796945624304394,True,True,1.0,1.0,10
3,3,True,12,14,26,241,9.26923076923077,0.7383659084418185,True,True,1.0,1.0,15
3,3,True,18,8,26,278,10.692307692307692,0.8556323247393292,True,True,1.0,1.0,9
3,3,True,9,5,14,150,10.714285714285714,0.7043059899057532,True,True,1.0,1.0,6
3,3,True,18,15,33,390,11.818181818181818,0.8480239906932304,True,True,1.0,1.0,16
2,2,True,6,9,15,159,10.6,0.6631565352896521,True,True,1.0,1.0,10
2,2,True,10,10,20,236,11.8,0.8249270579084617,True,True,1.0,1.0,11
3,3,True,18,10,28,314,11.214285714285714,0.8348617935808089,True,True,1.0,0.9444444444444444,12
3,3,True,12,15,27,289,10.703703703703704,0.7499612995546784,True,True,1.0,1.0,16
2,2,True,6,13,19,150,7.894736842105263,0.6471936707727781,True,True,1.0,1.0,14
2,2,True,6,11,17,172,10.117647058823529,0.674932553488765,True,True,1.0,0.8333333333333334,13
2,2,True,10,5,15,150,10.0,0.7237380724387601,True,True,1.0,0.8,8
3,3,True,18,9,27,247,9.148148148148149,0.8290568687844244,True,True,1.0,0.9444444444444444,11
3,3,True,12,5,17,150,8.823529411764707,0.7187114069362848,True,True,1.0,0.9166666666666666,7
2,2,True,10,7,17,187,11.0,0.8295629329738886,True,True,1.0,0.9,9
3,3,True,18,6,24,182,7.583333333333333,0.8252852113916956,True,True,1.0,0.9444444444444444,8
2,2,True,12,10,22,173,7.863636363636363,0.8293753571973002,True,True,1.0,1.0,11
3,3,True,18,11,29,298,10.275862068965518,0.8119792957826653,True,True,1.0,1.0,12
3,3,True,9,14,23,236,10.26086956521739,0.654709417545452,True,True,1.0,1.0,15
2,2,True,10,10,20,228,11.4,0.8163216640870893,True,True,1.0,1.0,11
3,3,True,12,11,23,178,7.739130434782608,0.6939058569121743,True,True,1.0,0.9166666666666666,13
3,3,True,12,12,24,213,8.875,0.7271079512335351,True,True,1.0,1.0,13
3,3,True,9,14,23,217,9.434782608695652,0.6661251563460021,True,True,1.0,1.0,15
3,3,True,18,11,29,262,9.03448275862069,0.8305539223558596,True,True,1.0,1.0,12
3,3,True,12,11,23,204,8.869565217391305,0.7320982246515759,True,True,1.0,1.0,12
3,3,True,15,7,22,245,11.136363636363637,0.8131501796561431,True,True,1.0,1.0,8
3,3,True,18,12,30,239,7.966666666666667,0.8406831556525175,True,True,1.0,1.0,13
2,2,True,6,7,13,150,11.538461538461538,0.6379958214127804,True,True,1.0,1.0,8
2,2,True,6,12,18,153,8.5,0.6545567720945908,True,True,1.0,1.0,13
3,3,True,12,5,17,150,8.823529411764707,0.7209028086266108,True,True,1.0,1.0,6
3,3,True,9,15,24,215,8.958333333333334,0.6297537262960282,True,True,1.0,0.8888888888888888,17
3,3,True,18,13,31,276,8.903225806451612,0.8354372838381059,True,True,1.0,1.0,14
2,2,True,12,7,19,150,7.894736842105263,0.7846863403790616,True,True,1.0,0.75,11
3,3,True,15,13,28,298,10.642857142857142,0.7899923270082776,True,True,1.0,1.0,14
3,3,True,12,9,21,176,8.380952380952381,0.7270727785737174,True,True,1.0,0.8333333333333334,12
2,2,True,8,9,17,199,11.705882352941176,0.7596748799581167,True,True,1.0,1.0,10
3,3,True,18,8,26,184,7.076923076923077,0.8104444222957822,True,True,1.0,1.0,9
3,2,False,9,10,19,197,10.368421052631579,0.7027069912721593,True,True,1.0,0.6666666666666666,14
2,2,True,10,14,24,211,8.791666666666666,0.8146057272783351,True,True,1.0,1.0,15
3,3,True,18,5,23,268,11.652173913043478,0.8425471849221883,True,True,1.0,0.9444444444444444,7
2,2,True,8,13,21,175,8.333333333333334,0.7227615685026823,True,True,1.0,0.875,15
2,2,True,6,7,13,150,11.538461538461538,0.6932611969972973,True,True,1.0,1.0,8
2,2,True,8,11,19,152,8.0,0.7485519875736169,True,True,1.0,1.0,12
3,3,True,12,6,18,192,10.666666666666666,0.7450381660480395,True,True,1.0,1.0,7
2,2,True,10,6,16,169,10.5625,0.8094398747934101,True,True,1.0,1.0,7
2,2,True,8,12,20,195,9.75,0.7500927716195777,True,True,1.0,1.0,13
2,2,True,12,9,21,225,10.714285714285714,0.8315569398550088,True,True,1.0,1.0,10
3,3,True,15,8,23,254,11.043478260869565,0.8171037784529908,True,True,1.0,1.0,9
2,2,True,10,5,15,150,10.0,0.8435929277540909,True,True,1.0,1.0,6
3,3,True,9,8,17,187,11.0,0.7153866663413262,True,True,1.0,1.0,9
3,3,True,12,15,27,272,10.074074074074074,0.7391451144516838,True,True,1.0,1.0,16
2,2,True,8,9,17,150,8.823529411764707,0.7261022430062672,True,True,1.0,0.875,11
3,3,True,18,13,31,359,11.580645161290322,0.8559590557085566,True,True,1.0,1.0,14
2,2,True,10,10,20,222,11.1,0.7878407873862883,True,True,1.0,1.0,11
3,3,True,12,13,25,281,11.24,0.7615182630968561,True,True,1.0,1.0,14
2,2,True,8,10,18,150,8.333333333333334,0.7474955182382544,True,True,1.0,1.0,11
2,2,True,10,8,18,198,11.0,0.8031753633651342,True,True,1.0,0.9,10
3,3,True,15,5,20,178,8.9,0.8264084983227789,True,True,1.0,1.0,6
3,3,True,15,14,29,323,11.137931034482758,0.8167600920824619,True,True,1.0,1.0,15
3,3,True,15,15,30,244,8.133333333333333,0.7417667258384086,True,True,1.0,0.9333333333333333,17
3,3,True,18,5,23,182,7.913043478260869,0.8449078815814283,True,True,1.0,1.0,6
2,2,True,8,13,21,174,8.285714285714286,0.6462200396700651,True,True,1.0,0.875,15
2,2,True,10,10,20,197,9.85,0.8312826581885051,True,True,1.0,1.0,11
2,2,True,10,14,24,204,8.5,0.80794905309524,True,True,1.0,0.9,16
2,2,True,10,10,20,150,7.5,0.8184829158620757,True,True,1.0,1.0,11
3,3,True,15,15,30,237,7.9,0.7840235422951377,True,True,1.0,0.8666666666666667,18
3,3,True,15,10,25,192,7.68,0.7653279285021063,True,True,1.0,0.9333333333333333,12
2,2,True,8,14,22,254,11.545454545454545,0.7662474150806443,True,True,1.0,0.875,16
2,2,True,12,6,18,196,10.88888888888889,0.8418294050121806,True,True,1.0,1.0,7
2,2,True,6,8,14,150,10.714285714285714,0.6891219164461925,True,True,1.0,1.0,9
2,2,True,8,6,14,150,10.714285714285714,0.7940635692850515,True,True,1.0,1.0,7
2,2,True,6,5,11,150,13.636363636363637,0.6426502910323024,True,True,1.0,1.0,6
3,3,True,18,14,32,373,11.65625,0.8631896727134891,True,True,1.0,1.0,15
2,2,True,12,11,23,240,10.434782608695652,0.8428667818087469,True,True,1.0,1.0,12
3,3,True,18,5,23,210,9.130434782608695,0.8228290428548781,True,True,1.0,0.8888888888888888,8
2,2,True,10,5,15,150,10.0,0.7907238744572131,True,True,1.0,0.9,7
2,2,True,10,6,16,158,9.875,0.7797183312081497,True,True,1.0,1.0,7
2,2,True,10,15,25,286,11.44,0.8174577163342155,True,True,1.0,1.0,16
3,3,True,9,11,20,199,9.95,0.6507431173138717,True,True,1.0,0.8888888888888888,13
3,3,True,15,10,25,234,9.36,0.7877767992670915,True,True,1.0,1.0,11
2,2,True,10,12,22,180,8.181818181818182,0.7625600873851385,True,True,1.0,1.0,13
3,3,True,12,9,21,183,8.714285714285714,0.7335161656347904,True,True,1.0,1.0,10
2,2,True,8,5,13,150,11.538461538461538,0.7217386240370998,True,True,1.0,1.0,6
3,3,True,9,8,17,199,11.705882352941176,0.6765997006725046,True,True,1.0,0.8888888888888888,10
2,2,True,10,8,18,202,11.222222222222221,0.775396614809827,True,True,1.0,0.8,11
3,3,True,15,9,24,228,9.5,0.7941218034723171,True,True,1.0,1.0,10
2,2,True,10,8,18,175,9.722222222222221,0.7910864481761531,True,True,1.0,0.9,10
2,2,True,8,7,15,150,10.0,0.6834803031037187,True,True,1.0,0.875,9
2,2,True,6,10,16,150,9.375,0.6691882374045377,True,True,1.0,1.0,11
3,3,True,18,10,28,279,9.964285714285714,0.838588617203156,True,True,1.0,1.0,11
3,3,True,15,8,23,249,10.826086956521738,0.81446571576489,True,True,1.0,1.0,9
3,3,True,15,10,25,233,9.32,0.8248631369780686,True,True,1.0,1.0,11
2,2,True,6,12,18,170,9.444444444444445,0.7168566835050624,True,True,1.0,1.0,13
3,3,True,12,5,17,150,8.823529411764707,0.6944281395712998,True,True,1.0,1.0,6
3,3,True,9,14,23,250,10.869565217391305,0.6871489230707725,True,True,1.0,1.0,15
2,2,True,12,14,26,242,9.307692307692308,0.8346399927051639,True,True,1.0,1.0,15
3,3,True,9,5,14,150,10.714285714285714,0.6800545975795709,True,True,1.0,0.8888888888888888,7
2,2,True,8,15,23,162,7.043478260869565,0.7552244699995593,True,True,1.0,1.0,16
3,3,True,15,10,25,192,7.68,0.7653305355205843,True,True,1.0,0.8666666666666667,13
3,3,True,18,12,30,259,8.633333333333333,0.808606597270983,True,True,1.0,0.9444444444444444,14
3,3,True,15,6,21,225,10.714285714285714,0.808966414689024,True,True,1.0,0.9333333333333333,8
3,3,True,9,5,14,150,10.714285714285714,0.6717805542364195,True,True,1.0,1.0,6
3,3,True,15,10,25,276,11.04,0.7914108231742645,True,True,1.0,0.9333333333333333,12
3,3,True,15,5,20,155,7.75,0.7933946746548262,True,True,1.0,0.9333333333333333,7
3,3,True,12,12,24,248,10.333333333333334,0.7462958240726917,True,True,1.0,1.0,13
2,2,True,10,8,18,211,11.722222222222221,0.8151033067680551,True,True,1.0,1.0,9
3,3,True,9,12,21,215,10.238095238095237,0.6478922021407694,True,True,1.0,1.0,13
3,3,True,12,12,24,187,7.791666666666667,0.7328574046855356,True,True,1.0,1.0,13
2,1,False,6,6,12,150,12.5,0.7076142796096557,True,True,1.0,0.5,10
3,3,True,18,5,23,243,10.565217391304348,0.8660940139433406,True,True,1.0,1.0,6
2,2,True,12,11,23,239,10.391304347826088,0.8298557466945647,True,True,1.0,0.9166666666666666,13
3,3,True,12,7,19,150,7.894736842105263,0.701676601935743,True,True,1.0,1.0,8
3,3,True,18,13,31,347,11.193548387096774,0.8524647797217338,True,True,1.0,1.0,14
2,2,True,12,15,27,226,8.37037037037037,0.8311810636857271,True,True,1.0,1.0,16
3,3,True,12,8,20,158,7.9,0.7256054719083783,True,True,1.0,1.0,9
3,3,True,15,8,23,226,9.826086956521738,0.7699037047422966,True,True,1.0,0.9333333333333333,10
3,3,True,18,8,26,253,9.73076923076923,0.8435802422322862,True,True,1.0,1.0,9
2,2,True,6,15,21,191,9.095238095238095,0.6558413716459701,True,True,1.0,1.0,16
3,3,True,12,10,22,184,8.363636363636363,0.7384527192604504,True,True,1.0,0.9166666666666666,12
3,3,True,9,6,15,150,10.0,0.6920799448316123,True,True,1.0,1.0,7
2,2,True,6,5,11,150,13.636363636363637,0.6412408280212796,True,True,1.0,1.0,6
2,2,True,10,10,20,150,7.5,0.763179682543561,True,True,1.0,1.0,11
2,2,True,8,10,18,195,10.833333333333334,0.738009684465841,True,True,1.0,0.875,12
3,3,True,12,11,23,249,10.826086956521738,0.7363310586523008,True,True,1.0,1.0,12
3,3,True,15,15,30,275,9.166666666666666,0.8044470251884743,True,True,1.0,0.9333333333333333,17
2,2,True,8,13,21,197,9.380952380952381,0.7265463502636326,True,True,1.0,1.0,14
3,3,True,9,12,21,211,10.047619047619047,0.6635416048481326,True,True,1.0,1.0,13
3,3,True,12,11,23,220,9.565217391304348,0.7277011908897251,True,True,1.0,1.0,12
3,3,True,15,6,21,225,10.714285714285714,0.762842478999523,True,True,1.0,1.0,7
3,3,True,9,13,22,243,11.045454545454545,0.6662247714576736,True,True,1.0,0.8888888888888888,15
3,3,True,9,15,24,286,11.916666666666666,0.6676696886370425,True,True,1.0,1.0,16
2,2,True,12,8,20,201,10.05,0.823493310633855,True,True,1.0,0.9166666666666666,10
2,2,True,6,12,18,150,8.333333333333334,0.6542006033166905,True,True,1.0,1.0,13
2,2,True,6,11,17,150,8.823529411764707,0.6374856877361986,True,True,1.0,0.8333333333333334,13
2,2,True,8,10,18,190,10.555555555555555,0.7769486989355749,True,True,1.0,1.0,11
2,2,True,8,15,23,170,7.391304347826087,0.7006458583251225,True,True,1.0,0.875,17
3,3,True,18,13,31,301,9.709677419354838,0.8394444055483727,True,True,1.0,1.0,14
3,3,True,12,9,21,195,9.285714285714286,0.742209893867502,True,True,1.0,1.0,10
2,2,True,8,5,13,150,11.538461538461538,0.7303896997847434,True,True,1.0,0.75,8
3,3,True,15,12,27,296,10.962962962962964,0.7905032371889124,True,True,1.0,1.0,13
2,2,True,6,12,18,150,8.333333333333334,0.6844980144516041,True,True,1.0,1.0,13
2,2,True,8,10,18,192,10.666666666666666,0.7365066512348928,True,True,1.0,0.875,12
3,3,True,12,9,21,244,11.619047619047619,0.7172522547310259,True,True,1.0,0.9166666666666666,11
2,2,True,12,13,25,257,10.28,0.8446112713676668,True,True,1.0,1.0,14
3,3,True,9,13,22,252,11.454545454545455,0.7282040539744601,True,True,1.0,1.0,14
3,3,True,18,5,23,215,9.347826086956522,0.8153249562025889,True,True,1.0,0.9444444444444444,7
3,3,True,18,15,33,325,9.848484848484848,0.8302006773635304,True,True,1.0,1.0,16
2,1,False,6,11,17,156,9.176470588235293,0.6665418220479696,True,True,1.0,0.5,15
3,3,True,12,9,21,237,11.285714285714286,0.7355709053799778,True,True,1.0,0.9166666666666666,11
3,2,False,9,5,14,150,10.714285714285714,0.7083187435324809,True,True,1.0,0.6666666666666666,9
3,3,True,18,8,26,300,11.538461538461538,0.8758323107023817,True,True,1.0,1.0,9
3,3,True,9,7,16,150,9.375,0.6248182815482747,True,True,1.0,0.6666666666666666,11
3,3,True,15,13,28,251,8.964285714285714,0.7849685833993482,True,True,1.0,1.0,14
2,2,True,12,9,21,248,11.80952380952381,0.8173322656083978,True,True,1.0,0.9166666666666666,11
3,3,True,12,8,20,168,8.4,0.721364570130854,True,True,1.0,1.0,9
2,2,True,6,12,18,200,11.11111111111111,0.6759934659344176,True,True,1.0,1.0,13
2,2,True,6,15,21,183,8.714285714285714,0.6543773023271214,True,True,1.0,1.0,16
2,2,True,6,9,15,171,11.4,0.7218219257160573,True,True,1.0,1.0,10
2,2,True,12,7,19,150,7.894736842105263,0.8414592266820868,True,True,1.0,1.0,8
3,2,False,9,5,14,150,10.714285714285714,0.6544407298306498,True,True,1.0,0.6666666666666666,9
2,2,True,10,6,16,150,9.375,0.7708990992717675,True,True,1.0,1.0,7
3,3,True,15,15,30,276,9.2,0.7917197080928932,True,True,1.0,1.0,16
2,1,False,6,12,18,150,8.333333333333334,0.6412412293443376,True,True,1.0,0.5,16
3,3,True,18,14,32,264,8.25,0.8341034701455482,True,True,1.0,1.0,15
2,2,True,10,14,24,205,8.541666666666666,0.7546329505713696,True,True,1.0,1.0,15
3,3,True,9,10,19,191,10.052631578947368,0.7099983434084185,True,True,1.0,1.0,11
3,3,True,12,9,21,208,9.904761904761905,0.758680213743081,True,True,1.0,0.9166666666666666,11
3,3,True,18,8,26,215,8.26923076923077,0.8220204404454255,True,True,1.0,1.0,9
3,3,True,15,13,28,210,7.5,0.757729079052059,True,True,1.0,1.0,14
3,2,False,9,10,19,150,7.894736842105263,0.624772289513323,True,True,1.0,0.6666666666666666,14
2,2,True,8,14,22,160,7.2727272727272725,0.7345143694565157,True,True,1.0,0.875,16
2,2,True,8,15,23,253,11.0,0.767681478433281,True,True,1.0,1.0,16
2,2,True,12,15,27,254,9.407407407407407,0.8447983773911415,True,True,1.0,0.9166666666666666,17
2,2,True,10,13,23,248,10.782608695652174,0.8259202578566143,True,True,1.0,1.0,14
3,3,True,12,9,21,212,10.095238095238095,0.7510562937571431,True,True,1.0,1.0,10
3,3,True,15,13,28,294,10.5,0.7967437491748635,True,True,1.0,1.0,14
2,2,True,10,6,16,165,10.3125,0.7816620495371964,True,True,1.0,1.0,7
2,2,True,12,7,19,150,7.894736842105263,0.8449567978391059,True,True,1.0,1.0,8
2,2,True,10,11,21,226,10.761904761904763,0.814351485582113,True,True,1.0,1.0,12
2,2,True,8,12,20,153,7.65,0.7367654066521843,True,True,1.0,0.75,15
2,2,True,12,6,18,202,11.222222222222221,0.8671457077704889,True,True,1.0,1.0,7
3,3,True,18,11,29,329,11.344827586206897,0.8412395569931426,True,True,1.0,0.9444444444444444,13
2,2,True,10,8,18,188,10.444444444444445,0.7855138021617664,True,True,1.0,0.7,12
2,2,True,6,12,18,183,10.166666666666666,0.7077253954187851,True,True,1.0,1.0,13
2,2,True,6,12,18,171,9.5,0.7161111069372058,True,True,1.0,1.0,13
3,3,True,15,15,30,328,10.933333333333334,0.7651277565367492,True,True,1.0,0.9333333333333333,17
2,2,True,10,10,20,172,8.6,0.781978948997356,True,True,1.0,1.0,11
3,2,False,9,5,14,150,10.714285714285714,0.6656432029902198,True,True,1.0,0.6666666666666666,9
2,2,True,8,13,21,152,7.238095238095238,0.7325687457356486,True,True,1.0,0.875,15
2,2,True,10,14,24,240,10.0,0.8084625205972626,True,True,1.0,1.0,15
3,3,True,12,14,26,207,7.961538461538462,0.7165647167086648,True,True,1.0,0.9166666666666666,16
3,3,True,18,13,31,320,10.32258064516129,0.8354573023828151,True,True,1.0,1.0,14
3,3,True,9,13,22,249,11.318181818181818,0.6948997800165118,True,True,1.0,1.0,14
2,2,True,12,14,26,222,8.538461538461538,0.8213980038454206,True,True,1.0,1.0,15
2,2,True,6,9,15,150,10.0,0.6872825202515143,True,True,1.0,1.0,10
3,3,True,9,13,22,174,7.909090909090909,0.6327837952927917,True,True,1.0,1.0,14
2,2,True,10,7,17,180,10.588235294117647,0.8339993585707812,True,True,1.0,1.0,8
2,2,True,6,14,20,192,9.6,0.6442460465673259,True,True,1.0,1.0,15
3,2,False,12,7,19,150,7.894736842105263,0.716753615611449,True,True,1.0,0.5833333333333334,13
2,1,False,6,11,17,150,8.823529411764707,0.6677678677447003,True,True,1.0,0.5,15
3,3,True,15,10,25,251,10.04,0.8044406574364688,True,True,1.0,1.0,11
3,3,True,12,7,19,150,7.894736842105263,0.7737347937731183,True,True,1.0,1.0,8
2,2,True,8,14,22,187,8.5,0.7618451521157008,True,True,1.0,1.0,15
2,2,True,8,7,15,153,10.2,0.7830314205825003,True,True,1.0,1.0,8
3,3,True,15,13,28,333,11.892857142857142,0.8160548782816308,True,True,1.0,1.0,14
3,3,True,15,8,23,268,11.652173913043478,0.8084414370587116,True,True,1.0,1.0,9
2,2,True,10,15,25,234,9.36,0.7939006772433461,True,True,1.0,1.0,16
2,2,True,6,15,21,186,8.857142857142858,0.6579871070916059,True,True,1.0,0.8333333333333334,17
3,3,True,15,15,30,262,8.733333333333333,0.794927057753374,True,True,1.0,0.9333333333333333,17
2,2,True,8,13,21,150,7.142857142857143,0.7266959445706336,True,True,1.0,1.0,14
2,2,True,6,6,12,150,12.5,0.6863366723200207,True,True,1.0,1.0,7
3,3,True,15,10,25,224,8.96,0.7777887141742856,True,True,1.0,0.8666666666666667,13
3,2,False,9,14,23,203,8.826086956521738,0.6450359223032612,True,True,1.0,0.6666666666666666,18
3,3,True,15,10,25,201,8.04,0.7398610815947849,True,True,1.0,0.8,14
2,2,True,8,6,14,150,10.714285714285714,0.7627112166063824,True,True,1.0,1.0,7
2,2,True,10,5,15,150,10.0,0.7561008655856292,True,True,1.0,1.0,6
3,3,True,9,5,14,150,10.714285714285714,0.6611076994384691,True,True,1.0,1.0,6
3,3,True,12,12,24,172,7.166666666666667,0.7103798565630216,True,True,1.0,0.8333333333333334,15
2,2,True,12,10,22,220,10.0,0.8351646109804024,True,True,1.0,1.0,11
2,2,True,12,6,18,150,8.333333333333334,0.8264965313388515,True,True,1.0,1.0,7
2,2,True,12,7,19,150,7.894736842105263,0.8144219553311436,True,True,1.0,1.0,8
2,2,True,8,12,20,229,11.45,0.7469687213191614,True,True,1.0,0.875,14
3,3,True,12,7,19,167,8.789473684210526,0.7188705460155069,True,True,1.0,0.9166666666666666,9
2,2,True,6,13,19,206,10.842105263157896,0.7275604242343073,True,True,1.0,1.0,14
2,2,True,6,6,12,150,12.5,0.6856926991781684,True,True,1.0,1.0,7
2,2,True,8,9,17,150,8.823529411764707,0.7408505041065662,True,True,1.0,1.0,10
2,2,True,8,12,20,165,8.25,0.7281935676749737,True,True,1.0,1.0,13
2,2,True,8,9,17,168,9.882352941176471,0.7605350720487943,True,True,1.0,0.875,11
2,2,True,6,6,12,150,12.5,0.6641735842666657,True,True,1.0,1.0,7
2,2,True,6,7,13,150,11.538461538461538,0.6754824355394107,True,True,1.0,1.0,8
3,3,True,12,13,25,258,10.32,0.7646653017607455,True,True,1.0,0.9166666666666666,15
3,3,True,15,6,21,242,11.523809523809524,0.7990391713041913,True,True,1.0,1.0,7
2,2,True,6,7,13,150,11.538461538461538,0.722415547633417,True,True,1.0,1.0,8
3,3,True,12,10,22,179,8.136363636363637,0.7483843163799591,True,True,1.0,0.9166666666666666,12
3,3,True,15,8,23,199,8.652173913043478,0.8053358223734617,True,True,1.0,1.0,9
2,2,True,8,5,13,150,11.538461538461538,0.7406016823672257,True,True,1.0,1.0,6
3,2,False,9,5,14,152,10.857142857142858,0.6457023708442349,True,True,1.0,0.6666666666666666,9
2,2,True,10,5,15,173,11.533333333333333,0.7809189358869164,True,True,1.0,0.8,8
2,2,True,10,5,15,171,11.4,0.8115357014934195,True,True,1.0,0.9,7
2,2,True,8,9,17,176,10.352941176470589,0.7900362724500195,True,True,1.0,1.0,10
2,2,True,8,8,16,150,9.375,0.7367955580423315,True,True,1.0,1.0,9
3,3,True,18,12,30,358,11.933333333333334,0.8559897182647794,True,True,1.0,0.9444444444444444,14
2,2,True,6,14,20,161,8.05,0.6756288803182097,True,True,1.0,0.8333333333333334,16
2,2,True,6,12,18,150,8.333333333333334,0.5966799262205859,False,True,1.0,1.0,13
3,3,True,9,9,18,172,9.555555555555555,0.654567362551374,True,True,1.0,1.0,10
2,2,True,8,13,21,209,9.952380952380953,0.7334903911044001,True,True,1.0,1.0,14
3,3,True,9,10,19,156,8.210526315789474,0.6343812210768096,True,True,1.0,0.8888888888888888,12
3,3,True,18,8,26,273,10.5,0.8304154294953939,True,True,1.0,1.0,9
3,3,True,12,6,18,191,10.61111111111111,0.719156866356573,True,True,1.0,1.0,7
2,2,True,12,13,25,270,10.8,0.8531497407161052,True,True,1.0,1.0,14
2,2,True,10,9,19,203,10.68421052631579,0.8466367729337845,True,True,1.0,1.0,10
2,1,False,6,11,17,150,8.823529411764707,0.6202669909129092,True,True,1.0,0.5,15
3,3,True,15,14,29,338,11.655172413793103,0.808821117593915,True,True,1.0,1.0,15
2,2,True,10,15,25,219,8.76,0.7600205219819355,True,True,1.0,1.0,16
3,3,True,9,10,19,215,11.31578947368421,0.6596194183736861,True,True,1.0,1.0,11
3,3,True,12,8,20,150,7.5,0.7306563312046206,True,True,1.0,0.9166666666666666,10
3,3,True,12,9,21,227,10.80952380952381,0.738545110856778,True,True,1.0,1.0,10
3,3,True,9,9,18,171,9.5,0.6647867468433089,True,True,1.0,0.8888888888888888,11
3,3,True,15,11,26,212,8.153846153846153,0.7934857878259097,True,True,1.0,1.0,12
2,1,False,6,15,21,154,7.333333333333333,0.6221919097117065,True,True,1.0,0.5,19
2,2,True,6,10,16,150,9.375,0.6474951978218456,True,True,1.0,1.0,11
2,1,False,6,8,14,150,10.714285714285714,0.6315793283847606,True,True,1.0,0.5,12
3,3,True,15,9,24,235,9.791666666666666,0.80081689243449,True,True,1.0,1.0,10
3,3,True,15,11,26,253,9.73076923076923,0.7938882835976245,True,True,1.0,1.0,12
2,2,True,8,10,18,157,8.722222222222221,0.7380265593004889,True,True,1.0,0.875,12
2,2,True,12,8,20,157,7.85,0.7889236526776289,True,True,1.0,1.0,9
2,2,True,12,7,19,187,9.842105263157896,0.7825918069890507,True,True,1.0,0.8333333333333334,10
3,3,True,12,7,19,150,7.894736842105263,0.7207427657689219,True,True,1.0,1.0,8
2,2,True,12,8,20,234,11.7,0.8310444939632957,True,True,1.0,1.0,9
3,3,True,12,9,21,192,9.142857142857142,0.7351658776111327,True,True,1.0,1.0,10
3,3,True,15,12,27,190,7.037037037037037,0.755706983683316,True,True,1.0,1.0,13
2,2,True,10,13,23,257,11.173913043478262,0.7987049222024278,True,True,1.0,1.0,14
2,2,True,8,8,16,150,9.375,0.6834790949016654,True,True,1.0,1.0,9
2,2,True,8,11,19,167,8.789473684210526,0.672174985663472,True,True,1.0,0.875,13
3,3,True,15,10,25,245,9.8,0.7985066430928787,True,True,1.0,1.0,11
3,3,True,9,6,15,161,10.733333333333333,0.653546753661246,True,True,1.0,0.8888888888888888,8
3,3,True,15,6,21,240,11.428571428571429,0.821480454781818,True,True,1.0,0.8,10
3,3,True,9,7,16,157,9.8125,0.6609722501487298,True,True,1.0,1.0,8
2,2,True,12,15,27,247,9.148148148148149,0.8543714766408866,True,True,1.0,1.0,16
2,2,True,8,8,16,184,11.5,0.7550491757942069,True,True,1.0,0.875,10
2,2,True,12,14,26,301,11.576923076923077,0.8373979570216599,True,True,1.0,0.9166666666666666,16
2,2,True,12,8,20,171,8.55,0.8254862445558829,True,True,1.0,0.8333333333333334,11
2,2,True,8,10,18,158,8.777777777777779,0.7018074151237255,True,True,1.0,1.0,11
3,3,True,15,15,30,277,9.233333333333333,0.7799761219242248,True,True,1.0,1.0,16
3,2,False,12,5,17,151,8.882352941176471,0.7673342114549655,True,True,1.0,0.6666666666666666,10
3,3,True,15,11,26,299,11.5,0.8029129546085128,True,True,1.0,0.9333333333333333,13
2,2,True,12,6,18,150,8.333333333333334,0.8261642431959592,True,True,1.0,0.9166666666666666,8
2,2,True,6,9,15,150,10.0,0.6656157128980894,True,True,1.0,1.0,10
2,2,True,10,11,21,252,12.0,0.8326993428332436,True,True,1.0,1.0,12
2,2,True,12,14,26,306,11.76923076923077,0.849829068826366,True,True,1.0,1.0,15
3,3,True,12,15,27,262,9.703703703703704,0.7871275833177126,True,True,1.0,1.0,16
