n_factors_true,n_factors_final,factor_match,n_true_items,n_weak_items,total_items,N,ratio,kmo_overall,meets_kmo_criterion,meets_ratio_criterion,precision,recall,n_iter
2,2,True,10,15,25,267,10.68,0.8360046762786564,True,True,1.0,0.9,17
3,3,True,12,13,25,249,9.96,0.7714856754747255,True,True,1.0,1.0,14
2,2,True,12,11,23,221,9.608695652173912,0.8393482602888404,True,True,1.0,0.9166666666666666,13
3,3,True,15,7,22,184,8.363636363636363,0.7841191683834863,True,True,1.0,1.0,8
2,2,True,8,13,21,159,7.571428571428571,0.7084892458563841,True,True,1.0,1.0,14
2,2,True,12,7,19,151,7.947368421052632,0.8352804632563899,True,True,1.0,1.0,8
2,2,True,6,8,14,155,11.071428571428571,0.674494621937608,True,True,1.0,0.8333333333333334,10
2,2,True,8,13,21,186,8.857142857142858,0.6898452560718998,True,True,1.0,0.75,16
3,3,True,9,7,16,151,9.4375,0.6994229266581985,True,True,1.0,1.0,8
2,2,True,10,10,20,156,7.8,0.8186047871518475,True,True,1.0,1.0,11
3,3,True,18,12,30,241,8.033333333333333,0.84078854206021,True,True,1.0,0.9444444444444444,14
2,2,True,8,12,20,201,10.05,0.7592102308603337,True,True,1.0,0.75,15
2,2,True,8,7,15,150,10.0,0.727951449152033,True,True,1.0,1.0,8
3,3,True,18,11,29,207,7.137931034482759,0.7922343381008206,True,True,1.0,0.9444444444444444,13
3,3,True,18,12,30,252,8.4,0.8268023887769446,True,True,1.0,1.0,13
3,3,True,9,8,17,150,8.823529411764707,0.6800064953434154,True,True,1.0,1.0,9
3,3,True,18,7,25,232,9.28,0.8105482867257882,True,True,1.0,1.0,8
3,3,True,15,6,21,187,8.904761904761905,0.7554633111846615,True,True,1.0,1.0,7
3,3,True,12,12,24,198,8.25,0.6989967529976888,True,True,1.0,1.0,13
3,3,True,12,9,21,179,8.523809523809524,0.7190910213922523,True,True,1.0,1.0,10
3,2,False,12,8,20,220,11.0,0.7348481133058965,True,True,1.0,0.6666666666666666,13
3,3,True,15,9,24,200,8.333333333333334,0.7502170941948398,True,True,1.0,1.0,10
3,3,True,12,14,26,194,7.461538461538462,0.6998069394789894,True,True,1.0,1.0,15
2,2,True,12,6,18,202,11.222222222222221,0.8136412424067501,True,True,1.0,1.0,7
3,3,True,15,8,23,264,11.478260869565217,0.8061178747262328,True,True,1.0,0.9333333333333333,10
3,3,True,15,12,27,236,8.74074074074074,0.7835512871622908,True,True,1.0,0.9333333333333333,14
2,2,True,6,15,21,184,8.761904761904763,0.709145774269027,True,True,1.0,1.0,16
2,2,True,8,15,23,263,11.434782608695652,0.7854249892434886,True,True,1.0,0.875,17
3,3,True,15,10,25,278,11.12,0.779410728423136,True,True,1.0,0.9333333333333333,12
3,3,True,12,15,27,285,10.555555555555555,0.7419930832384807,True,True,1.0,1.0,16
3,3,True,12,11,23,169,7.3478260869565215,0.7308548399171665,True,True,1.0,1.0,12
2,2,True,10,15,25,186,7.44,0.7593182311533783,True,True,1.0,0.9,17
2,2,True,12,6,18,204,11.333333333333334,0.8651217560744103,True,True,1.0,1.0,7
3,3,True,18,14,32,257,8.03125,0.8135354645303774,True,True,1.0,0.9444444444444444,16
2,2,True,12,8,20,202,10.1,0.7985327697198635,True,True,1.0,0.9166666666666666,10
2,2,True,6,7,13,150,11.538461538461538,0.6411155499850052,True,True,1.0,0.8333333333333334,9
3,3,True,9,9,18,150,8.333333333333334,0.6654066948240592,True,True,1.0,0.8888888888888888,11
3,3,True,12,14,26,295,11.346153846153847,0.7506396239733444,True,True,1.0,1.0,15
2,2,True,8,15,23,193,8.391304347826088,0.7527450187601329,True,True,1.0,1.0,16
2,2,True,10,8,18,150,8.333333333333334,0.7976356945067485,True,True,1.0,1.0,9
3,3,True,18,12,30,290,9.666666666666666,0.8313562755211673,True,True,1.0,1.0,13
3,3,True,15,13,28,286,10.214285714285714,0.7995666536941741,True,True,1.0,1.0,14
3,3,True,18,6,24,211,8.791666666666666,0.8394166632892751,True,True,1.0,1.0,7
2,2,True,10,12,22,214,9.727272727272727,0.7875299288932534,True,True,1.0,1.0,13
2,2,True,10,7,17,150,8.823529411764707,0.8118765872014587,True,True,1.0,1.0,8
3,3,True,12,11,23,187,8.130434782608695,0.7329541817582665,True,True,1.0,1.0,12
2,2,True,10,14,24,193,8.041666666666666,0.7513611599248868,True,True,1.0,0.9,16
3,3,True,18,14,32,268,8.375,0.8216243418594141,True,True,1.0,1.0,15
2,2,True,12,10,22,259,11.772727272727273,0.8769355957467591,True,True,1.0,1.0,11
3,3,True,12,10,22,208,9.454545454545455,0.7318351607505699,True,True,1.0,1.0,11
2,2,True,10,13,23,260,11.304347826086957,0.8029876247809993,True,True,1.0,0.8,16
3,3,True,12,13,25,209,8.36,0.7583187367951949,True,True,1.0,1.0,14
2,2,True,6,7,13,150,11.538461538461538,0.7191974682318019,True,True,1.0,1.0,8
3,3,True,9,9,18,150,8.333333333333334,0.6260077120761989,True,True,1.0,0.7777777777777778,12
2,2,True,8,15,23,202,8.782608695652174,0.7766889429047872,True,True,1.0,1.0,16
3,2,False,9,12,21,209,9.952380952380953,0.6651093563684072,True,True,1.0,0.6666666666666666,16
2,2,True,12,7,19,152,8.0,0.7938452697227907,True,True,1.0,1.0,8
3,3,True,18,12,30,213,7.1,0.8089664537293785,True,True,1.0,1.0,13
3,3,True,12,14,26,241,9.26923076923077,0.7312125807904186,True,True,1.0,1.0,15
2,2,True,8,6,14,150,10.714285714285714,0.7175720127819853,True,True,1.0,0.875,8
3,3,True,9,9,18,156,8.666666666666666,0.6799352182355329,True,True,1.0,1.0,10
2,2,True,12,11,23,232,10.08695652173913,0.8248467969581739,True,True,1.0,1.0,12
2,2,True,8,13,21,177,8.428571428571429,0.7470321904598652,True,True,1.0,1.0,14
3,3,True,12,5,17,150,8.823529411764707,0.7496970545491548,True,True,1.0,1.0,6
3,3,True,18,6,24,251,10.458333333333334,0.841969420212972,True,True,1.0,1.0,7
3,3,True,12,5,17,150,8.823529411764707,0.6922755223786129,True,True,1.0,1.0,6
2,2,True,12,5,17,150,8.823529411764707,0.8396583036339841,True,True,1.0,1.0,6
2,2,True,10,9,19,184,9.68421052631579,0.7658240678936049,True,True,1.0,1.0,10
3,3,True,9,7,16,155,9.6875,0.6419802664825918,True,True,1.0,1.0,8
3,3,True,9,6,15,150,10.0,0.6324468974133439,True,True,1.0,1.0,7
3,3,True,12,14,26,246,9.461538461538462,0.7467979108368805,True,True,1.0,1.0,15
3,3,True,12,10,22,231,10.5,0.7513200043967224,True,True,1.0,1.0,11
3,3,True,9,9,18,150,8.333333333333334,0.6810695906578366,True,True,1.0,1.0,10
3,3,True,18,11,29,271,9.344827586206897,0.8480845156915598,True,True,1.0,1.0,12
3,3,True,9,12,21,199,9.476190476190476,0.6456434265780571,True,True,1.0,1.0,13
2,2,True,12,11,23,255,11.08695652173913,0.8413377716033449,True,True,1.0,1.0,12
2,2,True,6,15,21,174,8.285714285714286,0.6936318028569254,True,True,1.0,1.0,16
3,2,False,9,15,24,200,8.333333333333334,0.6615875150740925,True,True,1.0,0.6666666666666666,19
3,3,True,15,14,29,326,11.241379310344827,0.8239173743404389,True,True,1.0,1.0,15
2,2,True,8,10,18,170,9.444444444444445,0.7377710584027044,True,True,1.0,1.0,11
2,2,True,6,9,15,170,11.333333333333334,0.7005828551799397,True,True,1.0,1.0,10
2,2,True,12,13,25,210,8.4,0.8172199293194558,True,True,1.0,1.0,14
3,3,True,15,5,20,178,8.9,0.7697949457696236,True,True,1.0,0.9333333333333333,7
2,2,True,12,13,25,293,11.72,0.822340176942885,True,True,1.0,0.9166666666666666,15
2,2,True,10,10,20,150,7.5,0.7858704766650281,True,True,1.0,1.0,11
2,2,True,8,9,17,194,11.411764705882353,0.758470715510276,True,True,1.0,1.0,10
3,3,True,12,10,22,232,10.545454545454545,0.7702454586109289,True,True,1.0,0.9166666666666666,12
2,2,True,6,14,20,169,8.45,0.688506000129241,True,True,1.0,1.0,15
3,3,True,15,5,20,237,11.85,0.7995480833359795,True,True,1.0,1.0,6
3,3,True,9,8,17,201,11.823529411764707,0.6918697394330133,True,True,1.0,1.0,9
3,3,True,18,12,30,299,9.966666666666667,0.8132515615019867,True,True,1.0,1.0,13
2,2,True,8,14,22,169,7.681818181818182,0.7503632293849829,True,True,1.0,1.0,15
3,3,True,18,8,26,252,9.692307692307692,0.8402783107456182,True,True,1.0,1.0,9
2,2,True,10,12,22,251,11.409090909090908,0.8157416839846565,True,True,1.0,0.9,14
2,2,True,12,14,26,271,10.423076923076923,0.8102712195802351,True,True,1.0,1.0,15
3,3,True,12,6,18,150,8.333333333333334,0.6828097804073513,True,True,1.0,1.0,7
3,3,True,15,15,30,298,9.933333333333334,0.796527328712417,True,True,1.0,1.0,16
3,3,True,12,7,19,150,7.894736842105263,0.7325788818430081,True,True,1.0,0.9166666666666666,9
2,2,True,10,10,20,208,10.4,0.7955349440518619,True,True,1.0,1.0,11
3,3,True,15,8,23,249,10.826086956521738,0.8247127313343139,True,True,1.0,1.0,9
2,2,True,8,6,14,150,10.714285714285714,0.7422661284375647,True,True,1.0,0.875,8
3,3,True,18,13,31,336,10.838709677419354,0.8334515001521767,True,True,1.0,0.9444444444444444,15
2,2,True,6,11,17,193,11.352941176470589,0.6544397505746353,True,True,1.0,0.8333333333333334,13
2,2,True,8,7,15,154,10.266666666666667,0.7191608841337633,True,True,1.0,1.0,8
2,2,True,8,10,18,150,8.333333333333334,0.7757579949724666,True,True,1.0,1.0,11
3,3,True,12,15,27,276,10.222222222222221,0.730650673558234,True,True,1.0,0.9166666666666666,17
2,2,True,8,9,17,151,8.882352941176471,0.7825172892386912,True,True,1.0,1.0,10
3,3,True,12,12,24,242,10.083333333333334,0.7467758272751335,True,True,1.0,0.9166666666666666,14
3,3,True,9,6,15,150,10.0,0.6381150319601359,True,True,1.0,0.8888888888888888,8
2,2,True,10,14,24,265,11.041666666666666,0.8085512141810371,True,True,1.0,1.0,15
2,2,True,6,11,17,151,8.882352941176471,0.6257213710409144,True,True,1.0,1.0,12
3,3,True,15,14,29,251,8.655172413793103,0.7671561888204962,True,True,1.0,1.0,15
2,2,True,8,10,18,185,10.277777777777779,0.7172788217598306,True,True,1.0,1.0,11
3,3,True,18,13,31,336,10.838709677419354,0.8389355832244275,True,True,1.0,1.0,14
2,2,True,8,6,14,150,10.714285714285714,0.7567292741291191,True,True,1.0,1.0,7
3,3,True,18,8,26,286,11.0,0.847213067597974,True,True,1.0,1.0,9
3,3,True,9,5,14,155,11.071428571428571,0.6674717792585223,True,True,1.0,1.0,6
2,1,False,6,15,21,235,11.19047619047619,0.6958173116790575,True,True,1.0,0.5,19
2,2,True,12,7,19,228,12.0,0.8657865849290981,True,True,1.0,1.0,8
2,2,True,6,9,15,150,10.0,0.6428739455543546,True,True,1.0,1.0,10
3,3,True,18,14,32,230,7.1875,0.8163794080857985,True,True,1.0,1.0,15
2,2,True,10,8,18,205,11.38888888888889,0.812845971578013,True,True,1.0,0.9,10
2,2,True,8,12,20,209,10.45,0.7591645355843498,True,True,1.0,0.875,14
3,3,True,12,6,18,159,8.833333333333334,0.7020709769830346,True,True,1.0,0.9166666666666666,8
3,3,True,9,9,18,150,8.333333333333334,0.6600257538007045,True,True,1.0,1.0,10
3,3,True,9,7,16,186,11.625,0.6418926977139165,True,True,1.0,1.0,8
2,2,True,10,13,23,274,11.91304347826087,0.8381158682173476,True,True,1.0,1.0,14
3,3,True,18,12,30,317,10.566666666666666,0.8277928058534108,True,True,1.0,1.0,13
2,2,True,12,9,21,248,11.80952380952381,0.8367249833886504,True,True,1.0,1.0,10
3,3,True,18,7,25,210,8.4,0.8175642421351281,True,True,1.0,1.0,8
3,3,True,15,14,29,301,10.379310344827585,0.8096470558599331,True,True,1.0,0.9333333333333333,16
3,3,True,18,11,29,220,7.586206896551724,0.8182893279895006,True,True,1.0,0.9444444444444444,13
3,3,True,18,9,27,267,9.88888888888889,0.8267748000079685,True,True,1.0,0.9444444444444444,11
3,3,True,18,7,25,286,11.44,0.8574455816409272,True,True,1.0,1.0,8
3,3,True,9,6,15,152,10.133333333333333,0.6729976746794581,True,True,1.0,1.0,7
2,2,True,8,9,17,202,11.882352941176471,0.7364431781894408,True,True,1.0,1.0,10
3,3,True,18,15,33,310,9.393939393939394,0.8249405490407301,True,True,1.0,1.0,16
2,2,True,12,11,23,269,11.695652173913043,0.8503510271467465,True,True,1.0,1.0,12
3,3,True,12,10,22,230,10.454545454545455,0.7492648078331985,True,True,1.0,0.9166666666666666,12
2,2,True,10,15,25,240,9.6,0.7874432403526624,True,True,1.0,1.0,16
3,3,True,18,11,29,232,8.0,0.8267013932843355,True,True,1.0,1.0,12
3,3,True,18,6,24,212,8.833333333333334,0.8490166499993147,True,True,1.0,1.0,7
2,2,True,10,10,20,230,11.5,0.8109488958218781,True,True,1.0,1.0,11
2,2,True,12,15,27,254,9.407407407407407,0.7940861585983732,True,True,1.0,1.0,16
3,2,False,9,7,16,150,9.375,0.6022047720311942,True,True,1.0,0.6666666666666666,11
3,3,True,9,14,23,224,9.73913043478261,0.6459497111096003,True,True,1.0,0.7777777777777778,17
2,2,True,6,8,14,150,10.714285714285714,0.6929924998283715,True,True,1.0,1.0,9
3,3,True,15,11,26,259,9.961538461538462,0.8052003381200008,True,True,1.0,0.8666666666666667,14
3,3,True,15,10,25,186,7.44,0.7628315524380989,True,True,1.0,1.0,11
2,2,True,12,10,22,259,11.772727272727273,0.8653497075539549,True,True,1.0,1.0,11
3,3,True,9,5,14,159,11.357142857142858,0.6652863452312056,True,True,1.0,1.0,6
2,2,True,10,10,20,207,10.35,0.8257206488615617,True,True,1.0,1.0,11
2,2,True,10,14,24,287,11.958333333333334,0.8008624135064573,True,True,1.0,1.0,15
2,1,False,6,11,17,201,11.823529411764707,0.6639807181727848,True,True,1.0,0.5,15
3,3,True,12,5,17,185,10.882352941176471,0.7316013900818862,True,True,1.0,1.0,6
2,2,True,12,6,18,150,8.333333333333334,0.7899779057871894,True,True,1.0,1.0,7
2,2,True,12,7,19,150,7.894736842105263,0.843101224431639,True,True,1.0,1.0,8
2,2,True,8,9,17,167,9.823529411764707,0.7339250798488761,True,True,1.0,0.875,11
2,2,True,8,6,14,150,10.714285714285714,0.7500101074594824,True,True,1.0,1.0,7
3,3,True,12,10,22,177,8.045454545454545,0.759296334405902,True,True,1.0,1.0,11
3,3,True,12,12,24,219,9.125,0.7576392820626133,True,True,1.0,0.9166666666666666,14
2,1,False,6,14,20,151,7.55,0.6593193181323678,True,True,1.0,0.5,18
3,3,True,15,7,22,156,7.090909090909091,0.7846758544525608,True,True,1.0,1.0,8
2,2,True,6,11,17,151,8.882352941176471,0.6523918021680803,True,True,1.0,1.0,12
3,3,True,9,15,24,243,10.125,0.6936337505472654,True,True,1.0,1.0,16
2,2,True,10,8,18,150,8.333333333333334,0.8152250323746515,True,True,1.0,1.0,9
2,2,True,6,9,15,177,11.8,0.641034627558183,True,True,1.0,1.0,10
3,3,True,9,6,15,155,10.333333333333334,0.6460478428413267,True,True,1.0,1.0,7
3,3,True,18,8,26,275,10.576923076923077,0.8463425194715217,True,True,1.0,1.0,9
3,3,True,15,15,30,220,7.333333333333333,0.7829197368992806,True,True,1.0,1.0,16
2,2,True,6,12,18,166,9.222222222222221,0.7033952363298492,True,True,1.0,1.0,13
3,3,True,12,5,17,164,9.647058823529411,0.7577401492770475,True,True,1.0,1.0,6
3,3,True,12,7,19,150,7.894736842105263,0.7625444468240692,True,True,1.0,1.0,8
2,2,True,10,15,25,206,8.24,0.7942688379978797,True,True,1.0,0.9,17
2,2,True,6,6,12,150,12.5,0.7272849761405937,True,True,1.0,1.0,7
3,2,False,12,14,26,202,7.769230769230769,0.6983461940122865,True,True,1.0,0.6666666666666666,19
3,3,True,12,10,22,176,8.0,0.756889529786391,True,True,1.0,1.0,11
2,2,True,8,14,22,207,9.409090909090908,0.7934542841142654,True,True,1.0,1.0,15
3,3,True,18,7,25,251,10.04,0.8405486306951953,True,True,1.0,0.8333333333333334,11
2,2,True,6,10,16,186,11.625,0.6716604169487304,True,True,1.0,1.0,11
3,3,True,18,9,27,303,11.222222222222221,0.8429256258468287,True,True,1.0,0.8888888888888888,12
2,2,True,10,10,20,226,11.3,0.8006914733438852,True,True,1.0,1.0,11
2,2,True,12,9,21,216,10.285714285714286,0.8721115104072894,True,True,1.0,1.0,10
2,2,True,10,14,24,211,8.791666666666666,0.7934332270863683,True,True,1.0,1.0,15
3,2,False,15,14,29,227,7.827586206896552,0.772551456103061,True,True,1.0,0.6666666666666666,20
3,3,True,12,9,21,164,7.809523809523809,0.7117602426918046,True,True,1.0,1.0,10
3,3,True,12,8,20,152,7.6,0.6987807633784617,True,True,1.0,0.8333333333333334,11
2,2,True,12,15,27,205,7.592592592592593,0.8108431558560708,True,True,1.0,1.0,16
3,3,True,15,13,28,319,11.392857142857142,0.8072294572329487,True,True,1.0,1.0,14
2,2,True,10,7,17,164,9.647058823529411,0.804958422804488,True,True,1.0,1.0,8
3,2,False,9,15,24,229,9.541666666666666,0.6661040107746931,True,True,1.0,0.6666666666666666,19
3,3,True,18,11,29,222,7.655172413793103,0.7826160912693968,True,True,1.0,0.9444444444444444,13
3,3,True,9,9,18,202,11.222222222222221,0.6414897554925459,True,True,1.0,1.0,10
3,3,True,18,12,30,266,8.866666666666667,0.8261454694235332,True,True,1.0,1.0,13
3,3,True,15,12,27,207,7.666666666666667,0.7658761315932233,True,True,1.0,0.9333333333333333,14
3,3,True,9,8,17,150,8.823529411764707,0.6322689693971133,True,True,1.0,1.0,9
3,3,True,18,9,27,192,7.111111111111111,0.8332497426981432,True,True,1.0,1.0,10
3,3,True,15,6,21,194,9.238095238095237,0.7933523729224996,True,True,1.0,1.0,7
2,2,True,12,8,20,160,8.0,0.8115690636955618,True,True,1.0,0.9166666666666666,10
2,2,True,6,12,18,197,10.944444444444445,0.7154995370682881,True,True,1.0,1.0,13
2,2,True,12,5,17,191,11.235294117647058,0.8428198931703373,True,True,1.0,1.0,6
3,3,True,15,9,24,264,11.0,0.795631746673169,True,True,1.0,0.9333333333333333,11
2,2,True,8,15,23,213,9.26086956521739,0.7512590188733371,True,True,1.0,0.875,17
3,3,True,18,6,24,201,8.375,0.8255547355643291,True,True,1.0,1.0,7
3,3,True,12,15,27,192,7.111111111111111,0.7232603070451074,True,True,1.0,1.0,16
2,2,True,10,6,16,150,9.375,0.8083708185505778,True,True,1.0,1.0,7
2,2,True,12,10,22,198,9.0,0.7963282771239912,True,True,1.0,0.9166666666666666,12
3,3,True,18,7,25,287,11.48,0.8528001001591495,True,True,1.0,1.0,8
3,3,True,15,6,21,225,10.714285714285714,0.8226699030496715,True,True,1.0,0.9333333333333333,8
2,2,True,6,11,17,191,11.235294117647058,0.6920063902163356,True,True,1.0,1.0,12
2,1,False,8,11,19,167,8.789473684210526,0.708835445594046,True,True,1.0,0.5,16
3,3,True,12,8,20,190,9.5,0.7023468020351441,True,True,1.0,1.0,9
3,3,True,12,13,25,218,8.72,0.7320862277533097,True,True,1.0,1.0,14
3,3,True,18,6,24,236,9.833333333333334,0.8427271907102512,True,True,1.0,0.9444444444444444,8
2,2,True,12,13,25,270,10.8,0.8391680611159184,True,True,1.0,0.9166666666666666,15
3,3,True,18,15,33,315,9.545454545454545,0.8253025486346868,True,True,1.0,1.0,16
3,3,True,18,15,33,372,11.272727272727273,0.8337396042462575,True,True,1.0,0.9444444444444444,17
3,3,True,15,11,26,301,11.576923076923077,0.8271694484372979,True,True,1.0,1.0,12
2,2,True,10,7,17,187,11.0,0.7716642245733503,True,True,1.0,0.9,9
3,2,False,9,6,15,150,10.0,0.6159141750664278,True,True,1.0,0.6666666666666666,10
3,2,False,9,7,16,150,9.375,0.6903465993676776,True,True,1.0,0.6666666666666666,11
3,3,True,18,6,24,226,9.416666666666666,0.8517840916824212,True,True,1.0,1.0,7
3,3,True,18,6,24,228,9.5,0.7971352363050886,True,True,1.0,0.9444444444444444,8
2,2,True,6,9,15,150,10.0,0.6983552825161158,True,True,1.0,1.0,10
2,2,True,8,6,14,150,10.714285714285714,0.7147094643813555,True,True,1.0,1.0,7
3,3,True,18,11,29,260,8.96551724137931,0.8297968411293617,True,True,1.0,1.0,12
3,3,True,18,10,28,213,7.607142857142857,0.8084296849158932,True,True,1.0,1.0,11
2,2,True,12,14,26,190,7.3076923076923075,0.8205303149554122,True,True,1.0,1.0,15
3,3,True,9,10,19,179,9.421052631578947,0.6703285807528385,True,True,1.0,1.0,11
2,2,True,12,13,25,177,7.08,0.8279614844666409,True,True,1.0,1.0,14
2,2,True,12,8,20,150,7.5,0.8419846578779987,True,True,1.0,1.0,9
2,2,True,10,14,24,282,11.75,0.7790199444878213,True,True,1.0,1.0,15
2,2,True,8,7,15,150,10.0,0.7609376321027064,True,True,1.0,1.0,8
2,1,False,6,6,12,150,12.5,0.6566725832298622,True,True,1.0,0.5,10
3,3,True,18,6,24,237,9.875,0.8400606513945227,True,True,1.0,1.0,7
2,2,True,6,7,13,150,11.538461538461538,0.7146855944318049,True,True,1.0,1.0,8
3,3,True,15,11,26,263,10.115384615384615,0.7772682756584425,True,True,1.0,0.9333333333333333,13
3,3,True,12,11,23,187,8.130434782608695,0.7197745165476225,True,True,1.0,1.0,12
2,2,True,8,11,19,219,11.526315789473685,0.7819182437295404,True,True,1.0,1.0,12
3,3,True,18,8,26,276,10.615384615384615,0.8494616400199217,True,True,1.0,1.0,9
2,2,True,12,5,17,150,8.823529411764707,0.8308543728760165,True,True,1.0,0.9166666666666666,7
2,2,True,6,9,15,150,10.0,0.6399747506404744,True,True,1.0,1.0,10
2,1,False,6,7,13,150,11.538461538461538,0.5988029401210967,False,True,1.0,0.5,11
2,2,True,6,11,17,177,10.411764705882353,0.6352055416758734,True,True,1.0,1.0,12
2,1,False,6,6,12,150,12.5,0.5794756838679027,False,True,1.0,0.5,10
2,2,True,8,13,21,242,11.523809523809524,0.725331412930386,True,True,1.0,1.0,14
3,3,True,15,10,25,259,10.36,0.8093823512636025,True,True,1.0,1.0,11
3,3,True,12,11,23,209,9.08695652173913,0.7434787103998055,True,True,1.0,0.9166666666666666,13
3,3,True,18,15,33,315,9.545454545454545,0.8375077141277897,True,True,1.0,1.0,16
2,2,True,12,10,22,237,10.772727272727273,0.8334215301655546,True,True,1.0,1.0,11
2,2,True,8,5,13,150,11.538461538461538,0.7026013456001299,True,True,1.0,0.875,7
2,2,True,12,7,19,193,10.157894736842104,0.8479661839822054,True,True,1.0,1.0,8
2,2,True,6,12,18,211,11.722222222222221,0.7374502542753767,True,True,1.0,1.0,13
3,3,True,12,9,21,242,11.523809523809524,0.7508817336439971,True,True,1.0,1.0,10
3,3,True,12,6,18,175,9.722222222222221,0.7409582113950475,True,True,1.0,1.0,7
2,2,True,10,9,19,187,9.842105263157896,0.7752710654661807,True,True,1.0,1.0,10
3,3,True,15,10,25,209,8.36,0.7660290172424463,True,True,1.0,0.9333333333333333,12
2,2,True,10,8,18,187,10.38888888888889,0.7772316997542847,True,True,1.0,1.0,9
3,3,True,9,8,17,150,8.823529411764707,0.6686699376345034,True,True,1.0,1.0,9
2,2,True,12,13,25,194,7.76,0.8055632630182299,True,True,1.0,1.0,14
3,3,True,18,15,33,378,11.454545454545455,0.853955443012992,True,True,1.0,1.0,16
3,3,True,9,10,19,213,11.210526315789474,0.6916460340688328,True,True,1.0,1.0,11
2,2,True,6,12,18,173,9.61111111111111,0.6981535329513583,True,True,1.0,1.0,13
3,3,True,12,7,19,196,10.31578947368421,0.7731935245542694,True,True,1.0,1.0,8
3,3,True,9,5,14,150,10.714285714285714,0.6614500572514918,True,True,1.0,1.0,6
2,1,False,6,7,13,150,11.538461538461538,0.6744441732571879,True,True,1.0,0.5,11
3,3,True,9,11,20,239,11.95,0.6885685080035222,True,True,1.0,1.0,12
3,2,False,9,11,20,150,7.5,0.6311630903128375,True,True,1.0,0.5555555555555556,16
2,2,True,6,7,13,150,11.538461538461538,0.6469052149889418,True,True,1.0,0.8333333333333334,9
3,3,True,12,10,22,238,10.818181818181818,0.7136585831356227,True,True,1.0,0.9166666666666666,12
2,2,True,12,11,23,230,10.0,0.8093002214576379,True,True,1.0,0.8333333333333334,14
2,2,True,8,6,14,150,10.714285714285714,0.764029919531058,True,True,1.0,0.875,8
3,3,True,12,7,19,150,7.894736842105263,0.6984678592130805,True,True,1.0,0.9166666666666666,9
3,3,True,12,14,26,230,8.846153846153847,0.7618629781658226,True,True,1.0,1.0,15
2,2,True,10,9,19,209,11.0,0.8232781201427667,True,True,1.0,1.0,10
2,2,True,6,10,16,191,11.9375,0.681358738554042,True,True,1.0,1.0,11
2,2,True,10,8,18,150,8.333333333333334,0.7724776641169294,True,True,1.0,0.9,10
2,2,True,12,14,26,226,8.692307692307692,0.840597325324056,True,True,1.0,1.0,15
2,2,True,8,6,14,150,10.714285714285714,0.7787342113634194,True,True,1.0,1.0,7
3,3,True,9,13,22,197,8.954545454545455,0.7230719490408064,True,True,1.0,1.0,14
2,2,True,10,15,25,293,11.72,0.7879117449702628,True,True,1.0,1.0,16
2,2,True,6,12,18,150,8.333333333333334,0.6436079452380781,True,True,1.0,0.8333333333333334,14
2,2,True,8,13,21,220,10.476190476190476,0.7514505639394625,True,True,1.0,0.875,15
2,2,True,12,9,21,241,11.476190476190476,0.837775024746755,True,True,1.0,1.0,10
3,3,True,9,12,21,211,10.047619047619047,0.6453692859606306,True,True,1.0,0.8888888888888888,14
2,2,True,10,7,17,174,10.235294117647058,0.8014127415054019,True,True,1.0,0.8,10
3,3,True,18,10,28,222,7.928571428571429,0.8290820925015083,True,True,1.0,0.9444444444444444,12
2,2,True,8,7,15,150,10.0,0.729108933243958,True,True,1.0,0.875,9
3,3,True,9,5,14,153,10.928571428571429,0.6912938737548763,True,True,1.0,1.0,6
2,2,True,12,8,20,162,8.1,0.8291241890645299,True,True,1.0,1.0,9
2,2,True,8,6,14,150,10.714285714285714,0.743350481568908,True,True,1.0,0.875,8
3,3,True,9,14,23,240,10.434782608695652,0.6645239956241222,True,True,1.0,0.8888888888888888,16
2,2,True,12,11,23,247,10.73913043478261,0.8344844076699786,True,True,1.0,1.0,12
2,2,True,6,7,13,150,11.538461538461538,0.6972870451393332,True,True,1.0,1.0,8
2,2,True,10,6,16,150,9.375,0.8100247676515974,True,True,1.0,1.0,7
2,2,True,6,9,15,150,10.0,0.6886197237808351,True,True,1.0,1.0,10
3,3,True,9,7,16,163,10.1875,0.6603775047156952,True,True,1.0,1.0,8
3,3,True,12,6,18,203,11.277777777777779,0.7421476706947899,True,True,1.0,1.0,7
2,2,True,8,15,23,243,10.565217391304348,0.7524210015499151,True,True,1.0,1.0,16
3,1,False,9,14,23,233,10.130434782608695,0.6819392696804919,True,True,1.0,0.3333333333333333,21
2,2,True,8,9,17,155,9.117647058823529,0.6987882750732952,True,True,1.0,1.0,10
3,3,True,15,5,20,191,9.55,0.8093514168006716,True,True,1.0,1.0,6
3,3,True,18,10,28,236,8.428571428571429,0.8230193704903979,True,True,1.0,1.0,11
3,3,True,12,15,27,297,11.0,0.7707082560321629,True,True,1.0,1.0,16
3,3,True,15,12,27,249,9.222222222222221,0.7537950138512446,True,True,1.0,1.0,13
3,3,True,9,9,18,195,10.833333333333334,0.6706941054276953,True,True,1.0,1.0,10
3,3,True,18,15,33,381,11.545454545454545,0.858220430172892,True,True,1.0,1.0,16
3,3,True,18,5,23,165,7.173913043478261,0.8503170090843996,True,True,1.0,1.0,6
2,2,True,8,11,19,150,7.894736842105263,0.7124004937376727,True,True,1.0,0.875,13
2,2,True,6,15,21,164,7.809523809523809,0.6243193218686136,True,True,1.0,0.8333333333333334,17
